Entry	Gene names	Gene names  (synonym )	Gene names  (ordered locus )	Organism ID
STM1155	htrB lpxL STM1155	lpxL	STM1155	99287
STM2961	ygcY STM2961		STM2961	99287
STM2144	yegV STM2144		STM2144	99287
STM1367	ydiH STM1367		STM1367	99287
STM4535	STM4535		STM4535	99287
STM0594	fepB STM0594		STM0594	99287
STM3737	STM3737		STM3737	99287
STM1769	ychN STM1769		STM1769	99287
STM3859	STM3859		STM3859	99287
STM1253	STM1253		STM1253	99287
STM0234	ldcC STM0234		STM0234	99287
STM1628	STM1628		STM1628	99287
STM2951	ygcF queE STM2951	queE	STM2951	99287
STM0351	STM0351		STM0351	99287
STM1697	STM1697		STM1697	99287
STM3118	STM3118		STM3118	99287
STM4514	yjiH STM4514		STM4514	99287
STM2538	fdx STM2538		STM2538	99287
STM0781	modA STM0781		STM0781	99287
STM0235	yaeR STM0235		STM0235	99287
STM0894	STM0894		STM0894	99287
STM2678	corE STM2678		STM2678	99287
STM4289	phnA STM4289		STM4289	99287
STM2682	STM2682		STM2682	99287
STM3065	yggE STM3065		STM3065	99287
STM0528	allD STM0528		STM0528	99287
STM4082	yiiQ STM4082		STM4082	99287
STM3373	mreC STM3373		STM3373	99287
STM0780	acrZ STM0780		STM0780	99287
STM2988	mltA STM2988		STM2988	99287
STM1630	STM1630		STM1630	99287
STM4252	STM4252		STM4252	99287
STM2007	STM2007		STM2007	99287
STM1587	yncD STM1587		STM1587	99287
STM0866	mdfA STM0866		STM0866	99287
STM3587	yhiI STM3587		STM3587	99287
STM1634	STM1634		STM1634	99287
STM2594	STM2594		STM2594	99287
STM0691	STM0691		STM0691	99287
STM3219	fadH STM3219		STM3219	99287
STM4339	blc STM4339		STM4339	99287
STM0997	ycbL STM0997		STM0997	99287
STM2912	STM2912		STM2912	99287
STM2109	gmd STM2109		STM2109	99287
STM0108	tbpA STM0108		STM0108	99287
STM1741	STM1741		STM1741	99287
STM1043	STM1043		STM1043	99287
STM2593	STM2593		STM2593	99287
PSLT076	traY PSLT076		PSLT076	99287
STM3658	yiaH wecH STM3658	wecH	STM3658	99287
STM4215	STM4215		STM4215	99287
STM1403	sscB STM1403		STM1403	99287
STM2707	STM2707		STM2707	99287
STM1232	purB STM1232		STM1232	99287
STM0893	STM0893		STM0893	99287
STM1528	STM1528		STM1528	99287
STM3517	STM3517		STM3517	99287
STM3071	STM3071		STM3071	99287
STM0312	yafK STM0312		STM0312	99287
STM3490	yrfB STM3490		STM3490	99287
STM2813	emrR STM2813		STM2813	99287
STM2768	STM2768		STM2768	99287
STM3784	STM3784		STM3784	99287
STM1099	hpaB STM1099		STM1099	99287
STM4510	STM4510		STM4510	99287
PSLT019	pefB PSLT019		PSLT019	99287
STM1861	STM1861		STM1861	99287
STM4255	STM4255		STM4255	99287
STM1875	yobA STM1875		STM1875	99287
STM3308	yrbA STM3308		STM3308	99287
STM2200	lysP STM2200		STM2200	99287
STM4464	STM4464		STM4464	99287
STM2013	yeeO STM2013		STM2013	99287
STM2446	STM2446		STM2446	99287
STM2156a	STM2156a		STM2156a	99287
STM2515	ratA STM2515		STM2515	99287
STM0934	ltaA STM0934		STM0934	99287
STM2687	yfjG STM2687		STM2687	99287
STM1534	STM1534		STM1534	99287
STM0951	STM0951		STM0951	99287
STM3580	STM3580		STM3580	99287
STM1554	STM1554		STM1554	99287
PSLT054	samB samA PSLT054	samA	PSLT054	99287
STM4318	STM4318		STM4318	99287
STM1010	STM1010		STM1010	99287
STM3269	yhbO STM3269		STM3269	99287
STM1381	orf245 STM1381		STM1381	99287
STM0363	STM0363		STM0363	99287
STM3886	rbsR STM3886		STM3886	99287
STM0626	dpiA STM0626		STM0626	99287
STM0167	yacC STM0167		STM0167	99287
STM2786	STM2786		STM2786	99287
STM3067	yggB STM3067		STM3067	99287
STM0637	dacA STM0637		STM0637	99287
STM0718	STM0718		STM0718	99287
STM2500	purN STM2500		STM2500	99287
STM0579	ybdF STM0579		STM0579	99287
STM1361	ydiM STM1361		STM1361	99287
STM0328	STM0328		STM0328	99287
STM3698	STM3698		STM3698	99287
STM4211	STM4211		STM4211	99287
STM1030	STM1030		STM1030	99287
STM3569	ftsX STM3569		STM3569	99287
STM1498	STM1498		STM1498	99287
STM1256	STM1256		STM1256	99287
STM3628	dppC STM3628		STM3628	99287
STM4490	STM4490		STM4490	99287
STM1547	STM1547		STM1547	99287
STM4125	oxyR STM4125		STM4125	99287
STM0639	mrdB rodA STM0639	rodA	STM0639	99287
STM1747	STM1747		STM1747	99287
STM2573	STM2573		STM2573	99287
PSLT093	PSLT093		PSLT093	99287
STM3607	yhjC STM3607		STM3607	99287
STM4206	STM4206		STM4206	99287
STM3252	agaR STM3252		STM3252	99287
STM1056	STM1056		STM1056	99287
STM3723	rfaQ STM3723		STM3723	99287
STM2804	STM2804		STM2804	99287
STM1543	STM1543		STM1543	99287
STM3464	prkB STM3464		STM3464	99287
STM2923	STM2923		STM2923	99287
STM0412	STM0412		STM0412	99287
STM0421	yajO STM0421		STM0421	99287
STM2292	yfaX STM2292		STM2292	99287
STM3659	yiaB STM3659		STM3659	99287
STM4009	typA STM4009		STM4009	99287
STM2263	yojI STM2263		STM2263	99287
STM3599	STM3599		STM3599	99287
STM3664	malS STM3664		STM3664	99287
STM4539	STM4539		STM4539	99287
STM0268	STM0268		STM0268	99287
STM1555	STM1555		STM1555	99287
STM2974	fucA STM2974		STM2974	99287
STM1437	ydhM STM1437		STM1437	99287
STM1785	STM1785		STM1785	99287
STM2788	STM2788		STM2788	99287
STM0572	STM0572		STM0572	99287
STM1103	hpaD STM1103		STM1103	99287
STM0462	glnK STM0462		STM0462	99287
STM3689	yibL STM3689		STM3689	99287
STM2497	uraA STM2497		STM2497	99287
STM3274	yhbU STM3274		STM3274	99287
STM2194	yeiG STM2194		STM2194	99287
STM4547	yjjQ STM4547		STM4547	99287
STM0437	STM0437		STM0437	99287
STM2776	iroE STM2776		STM2776	99287
STM3745	STM3745		STM3745	99287
STM3331	gltD STM3331		STM3331	99287
STM4033	STM4033		STM4033	99287
STM2739	STM2739		STM2739	99287
STM1255	STM1255		STM1255	99287
STM2367	dedA STM2367		STM2367	99287
STM1267	STM1267		STM1267	99287
STM1314	celC STM1314		STM1314	99287
STM3375	yhdA STM3375		STM3375	99287
STM0008	mog STM0008		STM0008	99287
STM4212	STM4212		STM4212	99287
STM1402	sseE STM1402		STM1402	99287
STM1011	STM1011		STM1011	99287
STM2069	yeeY STM2069		STM2069	99287
STM4042	STM4042		STM4042	99287
STM0188	ligT STM0188		STM0188	99287
STM0615	ybdR STM0615		STM0615	99287
STM0472	maa STM0472		STM0472	99287
STM0303	ybeJ STM0303		STM0303	99287
STM0497	STM0497		STM0497	99287
STM0300	safB STM0300		STM0300	99287
STM3579	yhhQ STM3579		STM3579	99287
STM0931	ybjR STM0931		STM0931	99287
STM3582	yhhT STM3582		STM3582	99287
STM4208	STM4208		STM4208	99287
STM4283	gltP STM4283		STM4283	99287
STM2666	STM2666		STM2666	99287
STM1538	STM1538		STM1538	99287
STM4449	STM4449		STM4449	99287
STM1782	ychH STM1782		STM1782	99287
STM3191	STM3191		STM3191	99287
STM0803	moaB STM0803		STM0803	99287
STM2901	STM2901		STM2901	99287
STM2753	STM2753		STM2753	99287
PSLT010	srgB srgA PSLT010	srgA	PSLT010	99287
STM0913	STM0913		STM0913	99287
STM3193	dsbL STM3193		STM3193	99287
STM3370	cafA STM3370		STM3370	99287
STM0950	STM0950		STM0950	99287
STM1847	yebR STM1847		STM1847	99287
STM1649	STM1649		STM1649	99287
STM2668	STM2668		STM2668	99287
STM4578	serB STM4578		STM4578	99287
STM0745	tolQ STM0745		STM0745	99287
STM3736	STM3736		STM3736	99287
STM3529	STM3529		STM3529	99287
STM2782	mig-14 STM2782		STM2782	99287
STM2359	STM2359		STM2359	99287
STM1394	ssaC STM1394		STM1394	99287
STM2784	tctE STM2784		STM2784	99287
STM1300	STM1300		STM1300	99287
STM1505	rspA STM1505		STM1505	99287
STM0278	STM0278		STM0278	99287
STM0177	stiA STM0177		STM0177	99287
PSLT008	srgC rcK PSLT008	rcK	PSLT008	99287
STM1614	STM1614		STM1614	99287
STM2844	STM2844		STM2844	99287
STM2742	STM2742		STM2742	99287
STM0333	STM0333		STM0333	99287
STM1027	STM1027		STM1027	99287
STM2769	STM2769		STM2769	99287
STM2849	hycE STM2849		STM2849	99287
STM1835	rrmA STM1835		STM1835	99287
STM2182	yohK STM2182		STM2182	99287
STM3239	yhaO STM3239		STM3239	99287
STM3627	dppD STM3627		STM3627	99287
STM2858	hypE STM2858		STM2858	99287
STM0736	sucA STM0736		STM0736	99287
STM2709	STM2709		STM2709	99287
STM3651	STM3651		STM3651	99287
STM4331	yjeI STM4331		STM4331	99287
STM0731	STM0731		STM0731	99287
STM4480	yjgQ STM4480		STM4480	99287
STM1828	yoaE STM1828		STM1828	99287
STM0536	ppiB STM0536		STM0536	99287
STM3233	yqjG STM3233		STM3233	99287
STM1993	yedJ STM1993		STM1993	99287
STM4037	fdoG STM4037		STM4037	99287
PSLT106	vapC PSLT106		PSLT106	99287
STM1258	STM1258		STM1258	99287
STM2125	yegD STM2125		STM2125	99287
STM2514	ratB STM2514		STM2514	99287
STM3085	STM3085		STM3085	99287
STM4203	STM4203		STM4203	99287
STM2940	STM2940		STM2940	99287
STM2718	STM2718		STM2718	99287
STM4411	ytfP STM4411		STM4411	99287
STM2424	yfeR STM2424		STM2424	99287
STM1882	yebG STM1882		STM1882	99287
STM1662	ynaJ STM1662		STM1662	99287
STM0081	STM0081		STM0081	99287
STM4306	STM4306		STM4306	99287
STM4284	yjcO STM4284		STM4284	99287
PSLT035	spvD PSLT035		PSLT035	99287
STM4438	pmbA STM4438		STM4438	99287
STM1341	btuE STM1341		STM1341	99287
STM2798	ygaP STM2798		STM2798	99287
STM0811	ybhN STM0811		STM0811	99287
STM0052	STM0052		STM0052	99287
STM0898	STM0898		STM0898	99287
STM0740	cydA STM0740		STM0740	99287
STM0479	STM0479		STM0479	99287
STM3131	STM3131		STM3131	99287
STM0692	STM0692		STM0692	99287
STM1577	narZ STM1577		STM1577	99287
STM3522	rtcR STM3522		STM3522	99287
STM4219	STM4219		STM4219	99287
STM1123	STM1123		STM1123	99287
STM2680	STM2680		STM2680	99287
STM2913	STM2913		STM2913	99287
STM0683	nagA STM0683		STM0683	99287
STM1506	rspB STM1506		STM1506	99287
STM3860	STM3860		STM3860	99287
STM0698	pgm STM0698		STM0698	99287
STM3572	yhhF STM3572		STM3572	99287
STM1647	ldhA STM1647		STM1647	99287
STM2124	alkA STM2124		STM2124	99287
STM1994	STM1994		STM1994	99287
STM0936	hcr STM0936		STM0936	99287
STM0272	STM0272		STM0272	99287
STM2610	STM2610		STM2610	99287
STM2611	STM2611		STM2611	99287
STM2694	STM2694		STM2694	99287
STM4214	STM4214		STM4214	99287
STM1045	STM1045		STM1045	99287
STM3543	gntR STM3543		STM3543	99287
STM0325	STM0325		STM0325	99287
STM0805	moaD STM0805		STM0805	99287
STM1526	yneG STM1526		STM1526	99287
STM0496	ybaP STM0496		STM0496	99287
STM2679	yfjD STM2679		STM2679	99287
STM2984	csdA STM2984		STM2984	99287
STM1390	orf242 STM1390		STM1390	99287
STM0396	sbcD STM0396		STM0396	99287
STM1477	ydgI STM1477		STM1477	99287
STM4183	aceB STM4183		STM4183	99287
STM1752	galU STM1752		STM1752	99287
STM2727	STM2727		STM2727	99287
STM0210	cdaR STM0210		STM0210	99287
STM3528	STM3528		STM3528	99287
STM2699	STM2699		STM2699	99287
STM0957	cydD STM0957		STM0957	99287
STM1118	yccJ STM1118		STM1118	99287
STM2173	STM2173		STM2173	99287
STM1738	yciI STM1738		STM1738	99287
STM2236	STM2236		STM2236	99287
STM4316	STM4316		STM4316	99287
STM1610	ydcK STM1610		STM1610	99287
STM4314	STM4314		STM4314	99287
STM3236	yhaK STM3236		STM3236	99287
STM0842	ybiV(1) STM0842		STM0842	99287
STM3650	STM3650		STM3650	99287
STM2245	STM2245		STM2245	99287
STM4110	ptsA STM4110		STM4110	99287
STM4498	STM4498		STM4498	99287
STM1273	STM1273		STM1273	99287
STM3147	hybC STM3147		STM3147	99287
STM2837	srlR STM2837		STM2837	99287
STM1749	adhE STM1749		STM1749	99287
STM4372	STM4372		STM4372	99287
PSLT004	repA3 PSLT004		PSLT004	99287
STM4378	yjfN STM4378		STM4378	99287
STM2357	STM2357		STM2357	99287
STM0525	glxK STM0525		STM0525	99287
STM3166	STM3166		STM3166	99287
STM1991	vsr STM1991		STM1991	99287
STM0575	STM0575		STM0575	99287
STM0466	ybaZ STM0466		STM0466	99287
STM3391	acrF STM3391		STM3391	99287
STM4281	nrfE STM4281		STM4281	99287
STM1788	STM1788		STM1788	99287
STM2622	STM2622		STM2622	99287
STM2333	yfbS STM2333		STM2333	99287
STM1646	ydbH STM1646		STM1646	99287
STM2244	STM2244		STM2244	99287
STM0862	yliJ STM0862		STM0862	99287
STM4011	STM4011		STM4011	99287
STM3677	sgbE STM3677		STM3677	99287
STM0522	allP STM0522		STM0522	99287
STM0837	ybiS STM0837		STM0837	99287
STM0939	ybjD STM0939		STM0939	99287
STM0588	entF STM0588		STM0588	99287
STM3319	yhbG STM3319		STM3319	99287
STM3730	dfp STM3730		STM3730	99287
PSLT050	PSLT050		PSLT050	99287
STM4432	STM4432		STM4432	99287
STM3158	exbD STM3158		STM3158	99287
STM1034	STM1034		STM1034	99287
STM4013	STM4013		STM4013	99287
STM1763	narH STM1763		STM1763	99287
STM2793	gabP STM2793		STM2793	99287
STM1165	grxB STM1165		STM1165	99287
STM4098	STM4098		STM4098	99287
STM0981	rpsA STM0981		STM0981	99287
STM2591	STM2591		STM2591	99287
STM2921	STM2921		STM2921	99287
STM2493	perM STM2493		STM2493	99287
STM1089	STM1089		STM1089	99287
STM0929	STM0929		STM0929	99287
PSLT075	traJ PSLT075		PSLT075	99287
STM1023	STM1023		STM1023	99287
STM4416	mpl STM4416		STM4416	99287
STM4534	STM4534		STM4534	99287
STM1032	STM1032		STM1032	99287
STM1121	ymdF STM1121		STM1121	99287
STM0829	glnP STM0829		STM0829	99287
STM3347	yhcB STM3347		STM3347	99287
STM2760	STM2760		STM2760	99287
STM3872	atpI STM3872		STM3872	99287
STM3329	yhcC STM3329		STM3329	99287
STM3029	stdA STM3029		STM3029	99287
STM3993	mobB STM3993		STM3993	99287
STM3295	folP STM3295		STM3295	99287
STM4313	STM4313		STM4313	99287
STM1625	ydcI STM1625		STM1625	99287
STM2843	hydN STM2843		STM2843	99287
STM1789	STM1789		STM1789	99287
STM3480	yhfL STM3480		STM3480	99287
STM3263	yraL rsmI STM3263	rsmI	STM3263	99287
STM1668	STM1668		STM1668	99287
STM2239	STM2239		STM2239	99287
STM1537	STM1537		STM1537	99287
STM3753	sugR STM3753		STM3753	99287
STM3811	yidR STM3811		STM3811	99287
STM4300	fumB STM4300		STM4300	99287
STM1872	STM1872		STM1872	99287
STM3380	accC STM3380		STM3380	99287
STM1021	STM1021		STM1021	99287
STM4504	STM4504		STM4504	99287
STM0895	STM0895		STM0895	99287
STM3770	STM3770		STM3770	99287
STM3376	yhdH STM3376		STM3376	99287
STM2425	yfeH STM2425		STM2425	99287
STM0471	ylaC STM0471		STM0471	99287
STM2151	stcB STM2151		STM2151	99287
STM4593	sthB STM4593		STM4593	99287
STM3163	yqhC STM3163		STM3163	99287
STM4508	trpS2 STM4508		STM4508	99287
STM1389	orf319 STM1389		STM1389	99287
STM0597	entB STM0597		STM0597	99287
STM0270	STM0270		STM0270	99287
STM0460	mdlA STM0460		STM0460	99287
STM3679	STM3679		STM3679	99287
STM0344	STM0344		STM0344	99287
STM0375	ampH STM0375		STM0375	99287
STM3546	yhhY STM3546		STM3546	99287
STM1326	pfkB STM1326		STM1326	99287
STM2630	STM2630		STM2630	99287
STM1588	yncC STM1588		STM1588	99287
STM2044	pduH STM2044		STM2044	99287
STM1276	STM1276		STM1276	99287
STM3333	STM3333		STM3333	99287
STM0861	yliI STM0861		STM0861	99287
STM0601	ybdD STM0601		STM0601	99287
STM0296	STM0296		STM0296	99287
STM4036	fdoH STM4036		STM4036	99287
STM1063	pqiA STM1063		STM1063	99287
STM0446	bolA STM0446		STM0446	99287
STM3549	STM3549		STM3549	99287
STM0061	citF2 STM0061		STM0061	99287
STM4575	STM4575		STM4575	99287
STM1541	STM1541		STM1541	99287
PSLT028	ccdB PSLT028		PSLT028	99287
STM0148	STM0148		STM0148	99287
STM3474	nirB STM3474		STM3474	99287
PSLT099	trbB PSLT099		PSLT099	99287
STM4496	STM4496		STM4496	99287
STM3052	STM3052		STM3052	99287
STM1878	exoX STM1878		STM1878	99287
STM3058	pepP STM3058		STM3058	99287
STM3876	asnC STM3876		STM3876	99287
STM0006	yaaJ STM0006		STM0006	99287
STM1729	yciF STM1729		STM1729	99287
STM2717	STM2717		STM2717	99287
STM0084	STM0084		STM0084	99287
STM3796a	STM3796a		STM3796a	99287
STM2830	ygaD STM2830		STM2830	99287
STM0952	STM0952		STM0952	99287
STM0923	STM0923		STM0923	99287
STM3349	degS STM3349		STM3349	99287
STM2281	STM2281		STM2281	99287
STM2343	STM2343		STM2343	99287
STM2730	STM2730		STM2730	99287
STM2067	sbcB STM2067		STM2067	99287
STM0990	ycbC STM0990		STM0990	99287
STM1686	pspE STM1686		STM1686	99287
STM1832	manZ STM1832		STM1832	99287
STM1035	STM1035		STM1035	99287
STM1313	celB STM1313		STM1313	99287
STM1988	STM1988		STM1988	99287
STM0739	sucD STM0739		STM0739	99287
STM2734	STM2734		STM2734	99287
STM3136	STM3136		STM3136	99287
STM3013	lysA STM3013		STM3013	99287
STM3488	hofQ STM3488		STM3488	99287
STM0919	STM0919		STM0919	99287
STM3851	yieG STM3851		STM3851	99287
STM0908	STM0908		STM0908	99287
STM2113	wcaC STM2113		STM2113	99287
PSLT087	PSLT087		PSLT087	99287
STM2163	yehX STM2163		STM2163	99287
STM3025	STM3025		STM3025	99287
STM0975	ycaO STM0975		STM0975	99287
STM3250	garD STM3250		STM3250	99287
STM4599	yjjY STM4599		STM4599	99287
STM2736	STM2736		STM2736	99287
STM1710	pgpB STM1710		STM1710	99287
STM1797	ymgE STM1797		STM1797	99287
STM3667	yiaJ STM3667		STM3667	99287
STM4205	STM4205		STM4205	99287
STM3800	dsdC STM3800		STM3800	99287
STM4497	STM4497		STM4497	99287
STM2142	yegT STM2142		STM2142	99287
STM0362	STM0362		STM0362	99287
STM3682	selB STM3682		STM3682	99287
STM0868	STM0868		STM0868	99287
STM3887	yieO STM3887		STM3887	99287
STM0087	folA STM0087		STM0087	99287
STM1266	STM1266		STM1266	99287
STM3358	STM3358		STM3358	99287
STM1674	STM1674		STM1674	99287
STM4538	STM4538		STM4538	99287
STM0799	STM0799		STM0799	99287
STM3248	garR STM3248		STM3248	99287
STM0715	STM0715		STM0715	99287
STM2748	STM2748		STM2748	99287
STM2861	sitA STM2861		STM2861	99287
STM3142	STM3142		STM3142	99287
STM2508	STM2508		STM2508	99287
STM3164	yqhD STM3164		STM3164	99287
STM4513	yjiG STM4513		STM4513	99287
STM3141	STM3141		STM3141	99287
STM3676	sgbU STM3676		STM3676	99287
STM0596	entE STM0596		STM0596	99287
STM3291	STM3291		STM3291	99287
PSLT073	traM PSLT073		PSLT073	99287
STM1268	STM1268		STM1268	99287
STM0971	STM0971		STM0971	99287
STM2475	STM2475		STM2475	99287
PSLT091	traW PSLT091		PSLT091	99287
STM1282	yeaK STM1282		STM1282	99287
STM0385	yaiC STM0385		STM0385	99287
STM2046	pduK STM2046		STM2046	99287
STM3981	STM3981		STM3981	99287
STM3382	panF STM3382		STM3382	99287
STM1903	yecE STM1903		STM1903	99287
STM2237	STM2237		STM2237	99287
STM0500	ybbJ STM0500		STM0500	99287
STM2592	STM2592		STM2592	99287
STM3122	STM3122		STM3122	99287
STM0041	STM0041		STM0041	99287
STM0773	galM STM0773		STM0773	99287
STM1688	pspC STM1688		STM1688	99287
STM2215	rtn STM2215		STM2215	99287
STM3343	STM3343		STM3343	99287
STM0291	STM0291		STM0291	99287
STM2910	STM2910		STM2910	99287
STM2219	yejF STM2219		STM2219	99287
STM3585	yhhJ STM3585		STM3585	99287
STM0452	cypD STM0452		STM0452	99287
STM3541	gntU STM3541		STM3541	99287
STM2184	sanA STM2184		STM2184	99287
STM2959	STM2959		STM2959	99287
STM1442	ydhJ STM1442		STM1442	99287
STM0935	poxB STM0935		STM0935	99287
STM2796	yqaE STM2796		STM2796	99287
STM4200	STM4200		STM4200	99287
STM2405	STM2405		STM2405	99287
STM0864	deoR STM0864		STM0864	99287
STM1911	STM1911		STM1911	99287
STM3888	yieP STM3888		STM3888	99287
STM3735	yicC STM3735		STM3735	99287
STM4401	ytfG STM4401		STM4401	99287
STM3390	acrE STM3390		STM3390	99287
STM1488	mlc STM1488		STM1488	99287
STM4217	STM4217		STM4217	99287
STM1295	sppA STM1295		STM1295	99287
STM0777	STM0777		STM0777	99287
STM1020	STM1020		STM1020	99287
STM3853	phoU STM3853		STM3853	99287
STM4309	STM4309		STM4309	99287
STM1369	sufA STM1369		STM1369	99287
STM4598	arcA STM4598		STM4598	99287
STM4083	yiiR STM4083		STM4083	99287
STM0941	ybjY STM0941		STM0941	99287
STM1658	ydaL STM1658		STM1658	99287
STM2242	STM2242		STM2242	99287
STM2505	STM2505		STM2505	99287
PSLT036	PSLT036		PSLT036	99287
STM3357	STM3357		STM3357	99287
STM3121	STM3121		STM3121	99287
STM0653	ybeL STM0653		STM0653	99287
STM0778	modF STM0778		STM0778	99287
STM0355	STM0355		STM0355	99287
STM4346	yjeO STM4346		STM4346	99287
STM1046	STM1046		STM1046	99287
STM0595	entC STM0595		STM0595	99287
STM3461	STM3461		STM3461	99287
STM0401	malZ STM0401		STM0401	99287
STM4444	STM4444		STM4444	99287
STM2795	ygaU STM2795		STM2795	99287
STM3182	yqiA STM3182		STM3182	99287
STM2123	yegE STM2123		STM2123	99287
STM2102	wzxC STM2102		STM2102	99287
STM3706	yigQ STM3706		STM3706	99287
STM1681	ycjG STM1681		STM1681	99287
STM3693	lldR STM3693		STM3693	99287
STM0198	stfE STM0198		STM0198	99287
STM1114	scsB STM1114		STM1114	99287
STM2553	csiE STM2553		STM2553	99287
STM3675	sgbH STM3675		STM3675	99287
STM4267	STM4267		STM4267	99287
STM1790	STM1790		STM1790	99287
STM3648	yiaG STM3648		STM3648	99287
STM0897	STM0897		STM0897	99287
STM2045	pduJ STM2045		STM2045	99287
STM0956	cydC STM0956		STM0956	99287
STM0672	STM0672		STM0672	99287
STM2482	yffB STM2482		STM2482	99287
STM4591	sthE STM4591		STM4591	99287
STM2204	fruA STM2204		STM2204	99287
STM4509	STM4509		STM4509	99287
STM1042	STM1042		STM1042	99287
STM0621	citF STM0621		STM0621	99287
STM2528	STM2528		STM2528	99287
STM2238	STM2238		STM2238	99287
STM0508	ybbP STM0508		STM0508	99287
STM3100	yggS STM3100		STM3100	99287
STM3674	lyxK STM3674		STM3674	99287
STM1318	katE STM1318		STM1318	99287
STM2560	yjdL STM2560		STM2560	99287
STM2836	gutM STM2836		STM2836	99287
STM2311	elaB STM2311		STM2311	99287
STM0603	ybdL STM0603		STM0603	99287
STM3494	yrfE STM3494		STM3494	99287
STM2205	fruK STM2205		STM2205	99287
STM2258	napG STM2258		STM2258	99287
STM3389	envR STM3389		STM3389	99287
STM2766	STM2766		STM2766	99287
STM3368	tldD STM3368		STM3368	99287
STM2983	ygdI STM2983		STM2983	99287
STM4024	yihV STM4024		STM4024	99287
STM4551	STM4551		STM4551	99287
STM4202	STM4202		STM4202	99287
STM4365	yjeT STM4365		STM4365	99287
STM4115	pflC STM4115		STM4115	99287
STM2196	STM2196		STM2196	99287
STM3061	ygfA STM3061		STM3061	99287
STM1408	ssaI STM1408		STM1408	99287
STM4397	fklB STM4397		STM4397	99287
STM1800	ycgQ STM1800		STM1800	99287
STM3216	STM3216		STM3216	99287
STM4196	STM4196		STM4196	99287
STM2049	pduN STM2049		STM2049	99287
STM1857	STM1857		STM1857	99287
STM3107	yggN STM3107		STM3107	99287
STM3332	yhcG STM3332		STM3332	99287
STM1427	cfa STM1427		STM1427	99287
STM1275	yaoF STM1275		STM1275	99287
STM0414	yajI STM0414		STM0414	99287
STM2141	fbaB STM2141		STM2141	99287
STM2153	yehE STM2153		STM2153	99287
PSLT083	trbD PSLT083		PSLT083	99287
STM3665	avtA STM3665		STM3665	99287
STM1604	ydcP STM1604		STM1604	99287
STM1152	yceK STM1152		STM1152	99287
STM4224	yjbG STM4224		STM4224	99287
STM4279	nrfC STM4279		STM4279	99287
STM2569	yfhB STM2569		STM2569	99287
STM0940	ybjX STM0940		STM0940	99287
STM2230	STM2230		STM2230	99287
STM2255	napC STM2255		STM2255	99287
STM0416	ribD STM0416		STM0416	99287
STM1085	yccA STM1085		STM1085	99287
STM0602	ybdH STM0602		STM0602	99287
STM0491	gsk STM0491		STM0491	99287
STM4347	yjeP STM4347		STM4347	99287
STM3724	kdtA STM3724		STM3724	99287
STM2233	STM2233		STM2233	99287
STM0302	safD STM0302		STM0302	99287
STM0838	ybiT STM0838		STM0838	99287
STM1201	holB STM1201		STM1201	99287
STM3256	STM3256		STM3256	99287
STM3834	STM3834		STM3834	99287
STM3883	rbsC STM3883		STM3883	99287
STM3499	yhgE STM3499		STM3499	99287
STM4257	STM4257		STM4257	99287
STM1616	STM1616		STM1616	99287
STM1611	rimL STM1611		STM1611	99287
PSLT043	PSLT043		PSLT043	99287
STM0445	yajG STM0445		STM0445	99287
STM0021	bcfA STM0021		STM0021	99287
STM1466	ydgA STM1466		STM1466	99287
STM2997	ppdC STM2997		STM2997	99287
STM3759	marT STM3759		STM3759	99287
STM1764	narG STM1764		STM1764	99287
PSLT062	PSLT062		PSLT062	99287
STM2537	yfhJ STM2537		STM2537	99287
STM0436a	STM0436a		STM0436a	99287
STM0378	yaiY STM0378		STM0378	99287
STM0729	abrB STM0729		STM0729	99287
STM3998	yihG STM3998		STM3998	99287
STM1236	STM1236		STM1236	99287
STM3756	rmbA STM3756		STM3756	99287
STM4597	STM4597		STM4597	99287
STM4410	ytfN STM4410		STM4410	99287
STM2781	virK STM2781		STM2781	99287
STM2175	STM2175		STM2175	99287
STM2723	STM2723		STM2723	99287
PSLT031	rsdB PSLT031		PSLT031	99287
STM0027	bcfG STM0027		STM0027	99287
STM4044	STM4044		STM4044	99287
STM0017	STM0017		STM0017	99287
PSLT034	PSLT034		PSLT034	99287
STM0402	STM0402		STM0402	99287
STM1871	STM1871		STM1871	99287
STM0271	STM0271		STM0271	99287
STM4270	STM4270		STM4270	99287
STM2156	yehR STM2156		STM2156	99287
STM0407	secD STM0407		STM0407	99287
STM0284	STM0284		STM0284	99287
STM3015	ygeA STM3015		STM3015	99287
STM4442	STM4442		STM4442	99287
STM1594	srfB STM1594		STM1594	99287
STM4014	STM4014		STM4014	99287
STM3072	STM3072		STM3072	99287
STM2932	ygbE STM2932		STM2932	99287
STM3452	yheO STM3452		STM3452	99287
STM1036	STM1036		STM1036	99287
STM2145	yegW STM2145		STM2145	99287
STM1092	orfX STM1092		STM1092	99287
STM4435	STM4435		STM4435	99287
STM1753	hnr rssB STM1753	rssB	STM1753	99287
STM0192	fhuC STM0192		STM0192	99287
STM4413	STM4413		STM4413	99287
STM0722	STM0722		STM0722	99287
STM3782	STM3782		STM3782	99287
STM1932	ftnB STM1932		STM1932	99287
STM4057	STM4057		STM4057	99287
STM3825	torT STM3825		STM3825	99287
STM0526	ylbA STM0526		STM0526	99287
STM2495	yfgD STM2495		STM2495	99287
STM2862	sitB STM2862		STM2862	99287
STM2511	guaB STM2511		STM2511	99287
STM3277	STM3277		STM3277	99287
